step,loss,lr,norm,dt_ms,tok_sec
335,6.771645,0.000998,0.636849,947.536682,8645.575195
336,6.896060,0.000998,0.417692,949.561096,8627.143555
337,6.974540,0.000998,0.366952,948.839417,8633.705078
338,6.852390,0.000998,0.348274,956.752686,8562.296875
339,6.971532,0.000998,0.486621,950.082153,8622.412109
340,6.963932,0.000998,0.486994,953.158386,8594.583984
341,6.966700,0.000998,0.381754,957.463501,8555.939453
342,6.789318,0.000998,0.448837,954.080811,8586.274414
343,6.902255,0.000998,0.372989,955.598938,8572.633789
344,6.906901,0.000998,0.578500,959.394226,8538.721680
345,6.743829,0.000998,0.387279,948.649536,8635.433594
346,7.006916,0.000997,0.347262,959.440308,8538.311523
347,7.047351,0.000997,0.893568,958.138794,8549.909180
348,7.193826,0.000997,0.656762,949.391296,8628.686523
349,6.995561,0.000997,0.415142,941.131165,8704.418945
350,6.832822,0.000997,0.510308,950.758179,8616.281250
351,7.040950,0.000997,0.654390,968.723816,8456.486328
352,7.103097,0.000997,0.647999,955.964783,8569.353516
353,6.946786,0.000997,0.470836,951.254700,8611.784180
354,7.041959,0.000997,0.356747,946.740906,8652.842773
355,6.878288,0.000997,0.471992,944.357788,8674.677734
356,7.064694,0.000997,0.498893,935.158325,8760.013672
357,6.904785,0.000997,0.487787,959.986206,8533.456055
358,6.889560,0.000997,0.339885,948.889099,8633.253906
359,6.702991,0.000997,0.413348,962.720886,8509.215820
360,6.695064,0.000997,0.554923,951.505737,8609.511719
361,7.045031,0.000997,0.568707,954.645569,8581.195312
362,7.028175,0.000997,0.388203,958.065674,8550.561523
363,6.782170,0.000997,0.468734,952.081848,8604.301758
364,6.421977,0.000997,0.463844,956.483582,8564.705078
365,6.818071,0.000997,0.356688,959.808960,8535.032227
366,6.867424,0.000997,0.424021,957.148254,8558.757812
367,6.765971,0.000997,0.556242,948.459473,8637.164062
368,7.840008,0.000997,0.827013,979.667114,8362.024414
369,7.296428,0.000997,0.613699,940.879150,8706.750000
370,6.984045,0.000997,0.394651,950.310791,8620.337891
371,7.227846,0.000997,0.517961,956.401978,8565.435547
372,7.348775,0.000997,0.803080,964.592712,8492.704102
373,6.881854,0.000997,0.582466,968.773193,8456.055664
374,7.113640,0.000997,0.509655,957.013794,8559.959961
375,6.927541,0.000997,0.509797,972.831299,8420.781250
376,7.000742,0.000997,0.492127,947.608887,8644.916992
377,6.969128,0.000997,0.478233,950.033447,8622.854492
378,7.193616,0.000997,0.597261,975.656433,8396.398438
379,6.938163,0.000997,0.408068,953.971130,8587.261719
380,6.963135,0.000997,0.491954,958.962219,8542.568359
381,7.024068,0.000997,0.370504,947.084595,8649.702148
